dateOfLoss,occupancyType,countyCode,causeOfDamage,amountPaidOnBuildingClaim,amountPaidOnContentsClaim,buildingDamageAmount,netBuildingPaymentAmount
2015-10-04T00:00:00.000Z,1,45079.0,4,236533.14,0.0,219917.0,236533.14
2015-10-03T00:00:00.000Z,1,45085.0,4,4647.31,0.0,5631.0,4647.31
2015-10-02T00:00:00.000Z,1,45079.0,4,3880.76,0.0,5881.0,3880.76
2015-10-03T00:00:00.000Z,15,45019.0,2,26686.48,0.0,25000.0,26686.48
2015-10-05T00:00:00.000Z,3,45051.0,1,109865.03,0.0,103855.0,109865.03
2015-10-03T00:00:00.000Z,1,45019.0,4,9851.06,0.0,18132.0,9851.06
2015-10-11T00:00:00.000Z,1,45019.0,4,617.86,0.0,1617.0,617.86
2015-10-04T00:00:00.000Z,1,45019.0,4,11300.83,0.0,12304.0,11300.83
2015-10-03T00:00:00.000Z,18,45043.0,4,18.27,5000.0,2018.0,18.27
2015-10-04T00:00:00.000Z,11,45019.0,4,1412.02,0.0,2644.0,1412.02
2015-10-05T00:00:00.000Z,2,45035.0,0,,,,0.0
2015-10-03T00:00:00.000Z,1,45041.0,4,7491.81,0.0,7805.0,7491.81
2015-10-04T00:00:00.000Z,3,45079.0,0,76960.84,0.0,78961.0,76960.84
2015-10-04T00:00:00.000Z,6,45035.0,2,13640.55,0.0,14640.0,13640.55
2015-11-05T00:00:00.000Z,11,45019.0,,,,,0.0
2015-10-02T00:00:00.000Z,1,45051.0,2,284.51,0.0,1284.0,284.51
2015-10-01T00:00:00.000Z,11,45019.0,4,4583.01,0.0,5911.0,4583.01
2015-10-03T00:00:00.000Z,2,45079.0,2,14925.23,0.0,16175.0,14925.23
2015-10-05T00:00:00.000Z,11,45019.0,2,5214.79,0.0,6323.0,5214.79
2015-10-02T00:00:00.000Z,11,45019.0,4,16795.94,3696.43,13477.0,16795.94
2015-10-04T00:00:00.000Z,1,45019.0,4,54475.72,0.0,58726.0,54475.72
2015-10-04T00:00:00.000Z,6,45019.0,,,,,0.0
2015-10-03T00:00:00.000Z,11,45019.0,4,4904.38,0.0,5775.0,4904.38
2015-10-04T00:00:00.000Z,15,45035.0,2,16966.18,0.0,31610.0,16966.18
2015-10-10T00:00:00.000Z,1,45043.0,4,,,291.0,0.0
2015-10-04T00:00:00.000Z,6,45051.0,4,16027.32,0.0,17277.0,16027.32
2015-10-27T00:00:00.000Z,1,45043.0,1,18180.71,0.0,20180.0,18180.71
2015-10-04T00:00:00.000Z,1,45029.0,1,10017.91,0.0,15017.0,10017.91
2015-10-04T00:00:00.000Z,11,45079.0,4,23206.76,0.0,22395.0,23206.76
2015-10-03T00:00:00.000Z,1,45015.0,4,,,,0.0
2015-10-03T00:00:00.000Z,11,45035.0,4,5743.99,0.0,6390.0,5743.99
2015-10-05T00:00:00.000Z,11,45089.0,4,5312.76,0.0,6563.0,5312.76
2015-10-04T00:00:00.000Z,1,45051.0,1,,,589.0,0.0
2015-10-03T00:00:00.000Z,1,45079.0,0,,,,0.0
2015-10-03T00:00:00.000Z,1,45051.0,2,8779.73,948.31,9429.0,8779.73
2015-10-03T00:00:00.000Z,1,45019.0,2,,,3082.0,0.0
2015-10-03T00:00:00.000Z,4,45041.0,4,,,960.0,0.0
2015-10-03T00:00:00.000Z,1,45035.0,0,1073.48,0.0,2073.0,1073.48
2015-10-03T00:00:00.000Z,1,45035.0,2,0.0,5934.63,,0.0
2015-10-04T00:00:00.000Z,1,45079.0,2,17206.34,2113.21,18706.0,17206.34
2015-10-04T00:00:00.000Z,11,45051.0,2,3081.92,0.0,6208.0,3081.92
2015-10-04T00:00:00.000Z,4,45079.0,0,32071.61,0.0,34072.0,32071.61
2015-10-03T00:00:00.000Z,11,45019.0,4,,,657.0,0.0
2015-10-04T00:00:00.000Z,1,45041.0,2,,,,0.0
2015-10-04T00:00:00.000Z,1,45035.0,2,7889.46,10330.26,8889.0,7889.46
2015-10-02T00:00:00.000Z,1,45035.0,0,,,,0.0
2015-10-04T00:00:00.000Z,1,45085.0,4,2948.91,0.0,7948.0,2948.91
2015-10-03T00:00:00.000Z,1,45029.0,4,25632.76,0.0,27633.0,25632.76
2015-10-23T00:00:00.000Z,1,45051.0,4,,,80.0,0.0
2015-10-04T00:00:00.000Z,2,45079.0,2,24200.0,27997.8,32974.0,24200.0
2015-09-20T00:00:00.000Z,1,45051.0,4,29806.79,18160.47,31057.0,29806.79
2015-10-07T00:00:00.000Z,1,45051.0,2,4888.05,0.0,5271.0,4888.05
2015-10-03T00:00:00.000Z,1,45019.0,4,,,5981.0,0.0
2015-10-02T00:00:00.000Z,11,45019.0,4,8911.44,0.0,8506.0,8911.44
2015-10-04T00:00:00.000Z,1,45079.0,2,35113.01,0.0,36363.0,35113.01
2015-10-01T00:00:00.000Z,1,45051.0,2,17976.17,0.0,18976.0,17976.17
2015-10-03T00:00:00.000Z,15,45019.0,4,48865.55,0.0,56711.0,48865.55
2015-10-05T00:00:00.000Z,2,45035.0,0,,,,0.0
2015-10-05T00:00:00.000Z,1,45085.0,0,,,,0.0
2015-10-02T00:00:00.000Z,1,45015.0,2,30268.13,3539.71,26336.0,30268.13
2015-10-02T00:00:00.000Z,1,45051.0,2,25324.2,10323.97,26574.0,25324.2
2015-10-03T00:00:00.000Z,1,45019.0,0,0.0,836.11,,0.0
2015-10-05T00:00:00.000Z,11,45019.0,4,1328.16,0.0,2578.0,1328.16
2015-10-04T00:00:00.000Z,1,45079.0,4,136923.74,39035.55,131091.0,136923.74
2015-10-04T00:00:00.000Z,1,45079.0,2,,,15714.0,0.0
2015-10-04T00:00:00.000Z,1,45063.0,2,42350.02,7294.53,36909.0,42350.02
2015-10-04T00:00:00.000Z,1,45019.0,2,12257.57,0.0,13085.0,12257.57
2015-10-03T00:00:00.000Z,1,45079.0,2,40980.71,10406.86,34766.0,40980.71
2015-10-03T00:00:00.000Z,1,45035.0,2,86374.11,29000.0,63199.0,86374.11
2015-10-03T00:00:00.000Z,11,45019.0,4,,,608.0,0.0
2015-10-02T00:00:00.000Z,1,45019.0,4,5341.91,0.0,5466.0,5341.91
2015-10-03T00:00:00.000Z,1,45029.0,0,,,,0.0
2015-10-08T00:00:00.000Z,1,45019.0,0,,,,0.0
2015-10-03T00:00:00.000Z,1,45015.0,4,24850.13,11573.39,26850.0,24850.13
2015-10-03T00:00:00.000Z,6,45079.0,4,121002.03,0.0,126002.0,121002.03
2015-10-03T00:00:00.000Z,1,45019.0,2,5838.72,0.0,7088.0,5838.72
2015-10-04T00:00:00.000Z,11,45019.0,4,,,1510.0,0.0
2015-10-05T00:00:00.000Z,1,45051.0,4,2731.2,0.0,4732.0,2731.2
2015-10-02T00:00:00.000Z,1,45019.0,4,5139.38,0.0,9139.0,5139.38
2015-10-03T00:00:00.000Z,11,45019.0,4,27629.88,0.0,29630.0,27629.88
2015-06-09T00:00:00.000Z,1,45013.0,0,,,,0.0
2015-10-03T00:00:00.000Z,1,45051.0,0,847.91,0.0,1969.0,847.91
2015-10-03T00:00:00.000Z,1,45019.0,0,,,,0.0
2015-10-04T00:00:00.000Z,1,45079.0,2,18951.5,0.0,22830.0,18951.5
2015-10-04T00:00:00.000Z,1,45079.0,2,31979.94,0.0,28948.0,31979.94
2015-10-04T00:00:00.000Z,1,45043.0,4,5252.39,862.0,6502.0,5252.39
2015-12-23T00:00:00.000Z,6,45029.0,2,,,473.0,0.0
2015-10-05T00:00:00.000Z,1,45051.0,2,15000.0,10130.09,18897.0,15000.0
2015-10-04T00:00:00.000Z,11,45043.0,4,662.71,0.0,1912.0,662.71
2015-10-03T00:00:00.000Z,1,45019.0,4,15301.72,0.0,17302.0,15301.72
2015-10-04T00:00:00.000Z,1,45019.0,4,,,2257.0,0.0
2015-10-04T00:00:00.000Z,11,45019.0,4,4429.09,0.0,6429.0,4429.09
2015-10-03T00:00:00.000Z,1,45019.0,2,8669.56,6648.85,9747.0,8669.56
2015-10-04T00:00:00.000Z,1,45051.0,1,1771.6,0.0,2542.0,1771.6
2015-10-03T00:00:00.000Z,1,45019.0,2,25000.0,35823.27,30602.0,25000.0
2015-10-04T00:00:00.000Z,15,45079.0,2,141500.0,0.0,177418.0,141500.0
2015-10-04T00:00:00.000Z,11,45063.0,2,94632.16,0.0,86867.0,94632.16
2015-05-09T00:00:00.000Z,2,45051.0,0,9289.59,0.0,14290.0,9289.59
2015-10-06T00:00:00.000Z,1,45043.0,2,77794.49,20000.0,79544.0,77794.49
2015-10-03T00:00:00.000Z,1,45079.0,4,27812.51,0.0,29313.0,27812.51
2015-10-03T00:00:00.000Z,1,45019.0,4,1686.76,0.0,6437.0,1686.76
2015-10-03T00:00:00.000Z,1,45043.0,0,8798.22,7100.0,10799.0,8798.22
2015-10-02T00:00:00.000Z,1,45051.0,2,18527.76,12331.24,19761.0,18527.76
2015-10-03T00:00:00.000Z,1,45051.0,A,3940.54,0.0,5191.0,3940.54
2015-10-04T00:00:00.000Z,11,45051.0,4,4348.63,0.0,4471.0,4348.63
2015-10-04T00:00:00.000Z,4,45019.0,4,16788.8,0.0,21788.0,16788.8
2015-10-03T00:00:00.000Z,1,45019.0,1,,,,0.0
2015-10-04T00:00:00.000Z,1,45035.0,2,18064.79,0.0,17501.0,18064.79
2015-10-04T00:00:00.000Z,11,45085.0,2,,,,0.0
2015-10-04T00:00:00.000Z,1,45079.0,4,,,413.0,0.0
2015-10-03T00:00:00.000Z,15,45043.0,2,17928.75,0.0,17685.0,17928.75
2015-10-04T00:00:00.000Z,18,45019.0,,,,,0.0
2015-10-03T00:00:00.000Z,1,45019.0,4,13484.57,0.0,11743.0,13484.57
2015-10-03T00:00:00.000Z,1,45019.0,4,6034.8,0.0,7685.0,6034.8
2015-10-03T00:00:00.000Z,1,45051.0,0,,,1532.0,0.0
2015-10-04T00:00:00.000Z,1,45043.0,0,,,,0.0
2015-10-04T00:00:00.000Z,3,45079.0,0,112922.39,0.0,114923.0,112922.39
2015-10-03T00:00:00.000Z,1,45043.0,,,,,0.0
2015-10-03T00:00:00.000Z,1,45051.0,4,3603.09,0.0,4441.0,3603.09
2015-10-04T00:00:00.000Z,11,45019.0,0,,,,0.0
2015-10-03T00:00:00.000Z,11,45063.0,2,14983.1,0.0,19983.0,14983.1
2015-10-08T00:00:00.000Z,1,45063.0,4,8175.82,0.0,11286.0,8175.82
2015-10-03T00:00:00.000Z,1,45035.0,2,49505.4,7494.98,47643.0,49505.4
2015-10-02T00:00:00.000Z,1,45019.0,4,,,1010.0,0.0
2015-10-03T00:00:00.000Z,13,45035.0,2,50000.0,0.0,64174.0,50000.0
2015-10-03T00:00:00.000Z,3,45051.0,4,23811.71,0.0,22269.0,23811.71
2015-10-08T00:00:00.000Z,1,45043.0,2,94712.24,20500.0,88681.0,94712.24
2015-10-04T00:00:00.000Z,11,45051.0,4,,,372.0,0.0
2015-10-04T00:00:00.000Z,1,45019.0,4,,,320.0,0.0
2015-10-04T00:00:00.000Z,11,45063.0,4,17872.89,0.0,20533.0,17872.89
2015-10-02T00:00:00.000Z,1,45043.0,0,,,,0.0
2015-10-02T00:00:00.000Z,2,45019.0,4,9571.55,0.0,14571.0,9571.55
2015-10-04T00:00:00.000Z,11,45063.0,2,5446.44,0.0,6446.0,5446.44
2015-10-06T00:00:00.000Z,1,45063.0,2,2691.82,0.0,4691.0,2691.82
2015-10-03T00:00:00.000Z,11,45019.0,2,2873.23,0.0,4635.0,2873.23
2015-10-04T00:00:00.000Z,6,45043.0,2,11154.85,0.0,12405.0,11154.85
2015-10-04T00:00:00.000Z,6,45027.0,2,35856.37,0.0,36856.0,35856.37
2015-10-04T00:00:00.000Z,1,45079.0,4,91000.0,0.0,88184.0,91000.0
2015-10-04T00:00:00.000Z,1,45063.0,2,28290.86,0.0,27734.0,28290.86
2015-10-04T00:00:00.000Z,1,45063.0,4,43943.2,0.0,45943.0,43943.2
2015-10-04T00:00:00.000Z,11,45079.0,4,10914.67,0.0,11423.0,10914.67
2015-10-03T00:00:00.000Z,3,45019.0,4,1487.87,0.0,2737.0,1487.87
2015-10-04T00:00:00.000Z,15,45019.0,2,4661.17,0.0,6661.0,4661.17
2015-10-03T00:00:00.000Z,11,45085.0,4,68466.83,0.0,64410.0,68466.83
2015-10-04T00:00:00.000Z,1,45019.0,4,25325.02,0.0,25244.0,25325.02
2015-10-03T00:00:00.000Z,1,45019.0,2,48703.89,16232.18,49704.0,48703.89
2015-10-02T00:00:00.000Z,1,45019.0,4,,,1121.0,0.0
2015-10-03T00:00:00.000Z,1,45063.0,2,16576.26,0.0,17576.0,16576.26
2015-10-03T00:00:00.000Z,1,45019.0,4,6178.82,0.0,7355.0,6178.82
2015-10-03T00:00:00.000Z,1,45019.0,4,4675.11,0.0,5629.0,4675.11
2015-10-03T00:00:00.000Z,1,45019.0,4,,,1537.0,0.0
2015-10-02T00:00:00.000Z,1,45051.0,4,,,1136.0,0.0
2015-10-18T00:00:00.000Z,1,45019.0,,,,,0.0
2015-10-03T00:00:00.000Z,2,45019.0,0,,,,0.0
2015-10-07T00:00:00.000Z,1,45083.0,4,2834.25,0.0,3834.0,2834.25
2015-10-03T00:00:00.000Z,1,45019.0,2,6481.27,0.0,7504.0,6481.27
2015-10-02T00:00:00.000Z,1,45019.0,4,8827.3,205.0,6167.0,8827.3
2015-10-04T00:00:00.000Z,1,45019.0,1,,,,0.0
2015-10-04T00:00:00.000Z,4,45051.0,1,0.0,19239.6,,0.0
2015-10-03T00:00:00.000Z,6,45019.0,0,,,,0.0
2015-10-02T00:00:00.000Z,1,45019.0,4,15777.72,4201.76,15693.0,15777.72
2015-10-05T00:00:00.000Z,3,45019.0,4,10606.11,0.0,10569.0,10606.11
2015-10-04T00:00:00.000Z,6,45013.0,,,,,0.0
2015-05-10T00:00:00.000Z,1,45051.0,1,4564.38,0.0,9564.0,4564.38
2015-10-04T00:00:00.000Z,1,45019.0,4,3161.7,0.0,5160.0,3161.7
2015-10-03T00:00:00.000Z,1,45075.0,4,16809.22,20697.05,16603.0,16809.22
2015-10-03T00:00:00.000Z,1,45035.0,4,21110.21,0.0,22360.0,21110.21
2015-11-09T00:00:00.000Z,1,45063.0,4,,,1157.0,0.0
2015-10-07T00:00:00.000Z,1,45043.0,4,3968.9,0.0,5218.0,3968.9
2015-10-03T00:00:00.000Z,11,45019.0,0,,,,0.0
2015-10-03T00:00:00.000Z,11,45043.0,4,1189.84,0.0,2296.0,1189.84
2015-10-03T00:00:00.000Z,1,45019.0,2,,,1532.0,0.0
2015-10-04T00:00:00.000Z,1,45079.0,4,56960.01,0.0,55304.0,56960.01
2015-10-03T00:00:00.000Z,1,45063.0,2,77444.58,12800.0,78944.0,77444.58
2015-10-04T00:00:00.000Z,1,45089.0,4,12392.28,0.0,12342.0,12392.28
2015-10-04T00:00:00.000Z,1,45051.0,2,,,1118.0,0.0
2015-10-03T00:00:00.000Z,11,45019.0,4,7984.23,0.0,8682.0,7984.23
2015-09-29T00:00:00.000Z,1,45019.0,4,5742.82,0.0,6990.0,5742.82
2015-10-03T00:00:00.000Z,1,45019.0,4,,,,0.0
2015-10-04T00:00:00.000Z,1,45019.0,4,4698.78,0.0,5948.0,4698.78
2015-10-31T00:00:00.000Z,1,45019.0,0,,,,0.0
2015-10-04T00:00:00.000Z,1,45075.0,4,,,1205.0,0.0
2015-10-05T00:00:00.000Z,1,45051.0,2,36909.18,17526.64,35122.0,36909.18
2015-10-04T00:00:00.000Z,1,45063.0,2,4456.88,0.0,5707.0,4456.88
2015-10-04T00:00:00.000Z,1,45063.0,2,47500.0,23400.0,87500.0,47500.0
2015-10-03T00:00:00.000Z,1,45019.0,4,21165.07,0.0,26165.0,21165.07
2015-10-02T00:00:00.000Z,1,45043.0,2,58261.04,4846.03,55752.0,58261.04
2015-10-02T00:00:00.000Z,1,45051.0,0,,,,0.0
2015-10-05T00:00:00.000Z,1,45051.0,4,33980.21,7057.15,31609.0,33980.21
2015-10-02T00:00:00.000Z,1,45019.0,4,666.15,0.0,1860.0,666.15
2015-12-05T00:00:00.000Z,1,45019.0,0,,,,0.0
2015-10-04T00:00:00.000Z,11,45019.0,2,7218.16,0.0,8481.0,7218.16
2015-10-03T00:00:00.000Z,1,45019.0,4,24783.77,0.0,23240.0,24783.77
2015-10-03T00:00:00.000Z,11,45019.0,4,,,787.0,0.0
2015-10-15T00:00:00.000Z,11,45051.0,0,,,,0.0
2015-10-03T00:00:00.000Z,11,45075.0,4,,,3073.0,0.0
2015-10-04T00:00:00.000Z,1,45019.0,4,7268.47,0.0,9243.0,7268.47
2015-10-02T00:00:00.000Z,1,45019.0,4,,,,0.0
2015-09-06T00:00:00.000Z,11,45013.0,0,,,,0.0
2015-10-03T00:00:00.000Z,1,45019.0,0,5506.3,0.0,6757.0,5506.3
2015-10-04T00:00:00.000Z,1,45063.0,2,,,140.0,0.0
2015-10-03T00:00:00.000Z,1,45035.0,4,1208.98,0.0,2452.0,1208.98
2015-10-04T00:00:00.000Z,11,45043.0,4,,,1239.0,0.0
2015-10-03T00:00:00.000Z,1,45075.0,4,70829.94,0.0,72329.0,70829.94
2015-10-28T00:00:00.000Z,1,45051.0,0,7120.76,0.0,9121.0,7120.76
2015-10-03T00:00:00.000Z,1,45019.0,4,4557.42,0.0,6995.0,4557.42
2015-10-07T00:00:00.000Z,11,45043.0,2,36685.14,0.0,35357.0,36685.14
2015-10-04T00:00:00.000Z,11,45051.0,4,,,,0.0
2015-10-04T00:00:00.000Z,6,45019.0,,,,,0.0
2015-10-01T00:00:00.000Z,1,45051.0,1,24313.57,3122.01,26313.0,24313.57
2015-10-03T00:00:00.000Z,1,45019.0,4,32511.16,0.0,30485.0,32511.16
2015-10-05T00:00:00.000Z,1,45079.0,4,83055.62,5000.0,93695.0,83055.62
2015-10-03T00:00:00.000Z,1,45019.0,0,,,,0.0
2015-10-03T00:00:00.000Z,11,45019.0,4,13565.25,0.0,12109.0,13565.25
2015-10-08T00:00:00.000Z,1,45035.0,4,,,944.0,0.0
2015-10-04T00:00:00.000Z,1,45079.0,4,174011.1,0.0,157711.0,174011.1
2015-10-01T00:00:00.000Z,1,45019.0,4,,,,0.0
2015-10-04T00:00:00.000Z,1,45041.0,4,7933.61,4013.3,7465.0,7933.61
2015-10-04T00:00:00.000Z,1,45063.0,0,,,,0.0
2015-10-02T00:00:00.000Z,1,45063.0,2,8735.37,7552.0,8871.0,8735.37
2015-10-01T00:00:00.000Z,1,45019.0,1,,,3256.0,0.0
2015-12-31T00:00:00.000Z,11,45039.0,2,517.62,0.0,1768.0,517.62
2015-10-03T00:00:00.000Z,11,45019.0,2,11859.29,0.0,11092.0,11859.29
2015-10-03T00:00:00.000Z,1,45079.0,4,240000.0,40000.0,229042.0,240000.0
2015-10-03T00:00:00.000Z,11,45019.0,0,2678.92,0.0,7679.0,2678.92
2015-10-08T00:00:00.000Z,11,45019.0,4,,,389.0,0.0
2015-10-05T00:00:00.000Z,1,45027.0,4,42853.25,0.0,43853.0,42853.25
2015-10-03T00:00:00.000Z,11,45079.0,2,9354.11,0.0,5991.0,9354.11
2015-10-04T00:00:00.000Z,1,45063.0,2,44681.4,2758.46,43789.0,44681.4
2015-10-09T00:00:00.000Z,1,45051.0,0,,,1096.0,0.0
2015-10-03T00:00:00.000Z,1,45035.0,4,21489.38,0.0,22739.0,21489.38
2015-10-04T00:00:00.000Z,1,45079.0,2,55317.25,0.0,54957.0,55317.25
2015-10-03T00:00:00.000Z,15,45051.0,4,5665.03,0.0,7541.0,5665.03
2015-10-03T00:00:00.000Z,12,45019.0,4,15762.72,0.0,17762.0,15762.72
2015-10-03T00:00:00.000Z,11,45019.0,4,6512.58,0.0,11513.0,6512.58
2015-10-03T00:00:00.000Z,3,45043.0,4,12512.32,0.0,13635.0,12512.32
2015-10-03T00:00:00.000Z,1,45019.0,2,,,,0.0
2015-10-04T00:00:00.000Z,1,45019.0,4,,,2504.0,0.0
2015-10-03T00:00:00.000Z,11,45019.0,4,10711.79,714.3,11961.0,10711.79
2015-10-04T00:00:00.000Z,11,45085.0,4,68557.22,0.0,62740.0,68557.22
2015-11-04T00:00:00.000Z,1,45033.0,4,4085.58,0.0,4854.0,4085.58
2015-10-04T00:00:00.000Z,1,45019.0,4,344.82,0.0,3344.0,344.82
2015-10-04T00:00:00.000Z,1,45079.0,4,109171.89,0.0,106916.0,109171.89
2015-10-03T00:00:00.000Z,1,45019.0,0,,,,0.0
2015-08-31T00:00:00.000Z,1,45019.0,4,11716.03,0.0,12716.0,11716.03
2015-10-03T00:00:00.000Z,1,45019.0,4,34418.94,0.0,31764.0,34418.94
2015-10-04T00:00:00.000Z,15,45043.0,,,,,0.0
2015-10-04T00:00:00.000Z,11,45019.0,2,62268.17,11550.1,60611.0,62268.17
2015-10-04T00:00:00.000Z,11,45019.0,1,1771.2,0.0,3021.0,1771.2
2015-10-03T00:00:00.000Z,11,45015.0,0,,,1228.0,0.0
2015-10-04T00:00:00.000Z,18,45019.0,,,,,0.0
2015-10-03T00:00:00.000Z,1,45063.0,2,3188.02,0.0,4438.0,3188.02
2015-10-03T00:00:00.000Z,1,45019.0,4,11089.92,0.0,12462.0,11089.92
2015-10-03T00:00:00.000Z,1,45079.0,2,,,,0.0
2015-10-04T00:00:00.000Z,12,45019.0,0,,,,0.0
2015-10-03T00:00:00.000Z,11,45019.0,4,1114.2,0.0,5702.0,1114.2
2015-10-02T00:00:00.000Z,1,45051.0,4,9596.64,0.0,9318.0,9596.64
2015-10-04T00:00:00.000Z,1,45051.0,,,,,0.0
2015-10-04T00:00:00.000Z,1,45019.0,2,80724.51,53049.4,72832.0,80724.51
2015-01-17T00:00:00.000Z,1,45013.0,0,,,,0.0
2015-10-02T00:00:00.000Z,11,45035.0,2,4590.1,0.0,5784.0,4590.1
2015-10-02T00:00:00.000Z,1,45051.0,4,47305.17,11525.6,45280.0,47305.17
2015-10-03T00:00:00.000Z,1,45019.0,4,11992.19,0.0,12659.0,11992.19
2015-10-03T00:00:00.000Z,13,45019.0,4,1546.24,0.0,2796.0,1546.24
2015-10-03T00:00:00.000Z,1,45019.0,4,,,891.0,0.0
2015-10-04T00:00:00.000Z,1,45035.0,4,20078.0,4544.99,19563.0,20078.0
2015-10-03T00:00:00.000Z,11,45079.0,2,59577.16,4742.53,54921.0,59577.16
2015-10-02T00:00:00.000Z,1,45019.0,4,15281.46,0.0,14536.0,15281.46
2015-10-02T00:00:00.000Z,1,45019.0,4,7664.73,6205.55,8197.0,7664.73
2015-10-20T00:00:00.000Z,1,45019.0,2,5917.09,0.0,7128.0,5917.09
2015-10-03T00:00:00.000Z,1,45035.0,0,,,,0.0
2015-10-02T00:00:00.000Z,3,45051.0,0,,,,0.0
2015-10-04T00:00:00.000Z,11,45061.0,4,,,466.0,0.0
2015-10-05T00:00:00.000Z,1,45063.0,0,,,,0.0
2015-10-04T00:00:00.000Z,1,45019.0,4,3205.33,0.0,3884.0,3205.33
2015-10-04T00:00:00.000Z,1,45063.0,2,16857.85,0.0,19857.0,16857.85
2015-10-04T00:00:00.000Z,1,45043.0,0,,,,0.0
2015-10-05T00:00:00.000Z,1,45051.0,4,2346.5,0.0,3482.0,2346.5
2015-10-05T00:00:00.000Z,1,45085.0,4,44646.78,0.0,49647.0,44646.78
2015-10-05T00:00:00.000Z,1,45051.0,2,,,,0.0
2015-10-03T00:00:00.000Z,11,45063.0,2,13178.96,0.0,12998.0,13178.96
2015-05-13T00:00:00.000Z,1,45051.0,4,13570.93,732.74,15570.0,13570.93
2015-11-16T00:00:00.000Z,1,45019.0,4,,,4443.0,0.0
2015-10-04T00:00:00.000Z,11,45079.0,4,149147.72,0.0,143344.0,149147.72
2015-10-04T00:00:00.000Z,11,45063.0,4,2659.42,0.0,7659.0,2659.42
2015-10-04T00:00:00.000Z,11,45051.0,1,2075.66,0.0,2964.0,2075.66
2015-10-03T00:00:00.000Z,1,45051.0,4,17033.44,2318.3,18033.0,17033.44
2015-10-04T00:00:00.000Z,1,45051.0,2,4181.38,0.0,5029.0,4181.38
2015-10-04T00:00:00.000Z,18,45071.0,4,68754.2,8848.65,70754.0,68754.2
2015-10-02T00:00:00.000Z,4,45043.0,4,21983.59,3065.9,23983.0,21983.59
2015-10-03T00:00:00.000Z,1,45019.0,4,16502.54,0.0,18503.0,16502.54
2015-10-03T00:00:00.000Z,1,45019.0,4,0.0,692.45,1033.0,0.0
2015-10-06T00:00:00.000Z,1,45019.0,4,9658.23,0.0,9403.0,9658.23
2015-10-03T00:00:00.000Z,1,45019.0,4,61034.87,0.0,57124.0,61034.87
2015-10-04T00:00:00.000Z,1,45079.0,2,2228.04,2104.32,3041.0,2228.04
2015-10-03T00:00:00.000Z,11,45019.0,2,10746.28,0.0,10584.0,10746.28
2015-10-05T00:00:00.000Z,1,45051.0,0,,,,0.0
2015-10-04T00:00:00.000Z,1,45079.0,4,67222.67,26918.06,62980.0,67222.67
2015-10-04T00:00:00.000Z,13,45019.0,4,1785.56,0.0,3035.0,1785.56
2015-10-04T00:00:00.000Z,1,45079.0,4,9305.59,0.0,8751.0,9305.59
2015-10-02T00:00:00.000Z,11,45019.0,4,75733.6,26721.91,61703.0,75733.6
2015-10-02T00:00:00.000Z,11,45019.0,4,6021.31,0.0,5961.0,6021.31
2015-10-04T00:00:00.000Z,4,45079.0,2,37340.62,50000.0,38590.0,37340.62
2015-10-03T00:00:00.000Z,1,45019.0,,,,,0.0
2015-10-03T00:00:00.000Z,1,45019.0,2,7040.5,0.0,7205.0,7040.5
2015-08-31T00:00:00.000Z,1,45019.0,2,27051.43,5483.93,25465.0,27051.43
2015-10-01T00:00:00.000Z,1,45035.0,4,23232.93,0.0,21855.0,23232.93
2015-10-04T00:00:00.000Z,1,45051.0,4,38574.6,4871.23,35928.0,38574.6
2015-10-02T00:00:00.000Z,11,45035.0,0,,,,0.0
2015-10-04T00:00:00.000Z,6,45075.0,,,,,0.0
2015-10-04T00:00:00.000Z,6,45079.0,4,93069.48,0.0,94319.0,93069.48
2015-10-03T00:00:00.000Z,1,45019.0,1,,,1901.0,0.0
2015-10-04T00:00:00.000Z,11,45019.0,0,8449.07,0.0,9450.0,8449.07
2015-10-04T00:00:00.000Z,1,45063.0,4,11100.3,0.0,10967.0,11100.3
2015-10-01T00:00:00.000Z,1,45079.0,,,,,0.0
2015-10-03T00:00:00.000Z,1,45063.0,2,52274.48,0.0,49148.0,52274.48
2015-10-02T00:00:00.000Z,1,45041.0,4,11802.11,0.0,11456.0,11802.11
2015-10-03T00:00:00.000Z,1,45019.0,1,,,1197.0,0.0
2015-10-03T00:00:00.000Z,1,45035.0,4,,,,0.0
2015-10-04T00:00:00.000Z,1,45019.0,4,13750.2,0.0,15750.0,13750.2
2015-10-04T00:00:00.000Z,1,45079.0,4,17855.59,0.0,18254.0,17855.59
2015-10-03T00:00:00.000Z,1,45019.0,0,,,,0.0
2015-10-03T00:00:00.000Z,1,45079.0,4,4390.16,0.0,14391.0,4390.16
2015-10-04T00:00:00.000Z,1,45051.0,1,45741.13,41423.3,42071.0,45741.13
2015-10-03T00:00:00.000Z,1,45019.0,4,0.0,13053.02,780.0,0.0
2015-10-03T00:00:00.000Z,1,45019.0,2,15652.87,3927.15,19256.0,15652.87
2015-10-04T00:00:00.000Z,1,45079.0,4,187105.29,0.0,167900.0,187105.29
2015-10-04T00:00:00.000Z,11,45019.0,4,3715.98,0.0,4966.0,3715.98
2015-10-06T00:00:00.000Z,1,45051.0,4,,,799.0,0.0
2015-10-05T00:00:00.000Z,2,45085.0,4,34664.64,0.0,36665.0,34664.64
2015-10-04T00:00:00.000Z,1,45019.0,4,21795.99,0.0,25851.0,21795.99
2015-10-05T00:00:00.000Z,1,45041.0,0,3169.62,0.0,4170.0,3169.62
